food_name,calories,protein,carbs,fat,fibre,sodium,glycaemic_index,serving_size_g,unit,meal_type,region,allergens,is_vegetarian,is_vegan,is_dairy,is_gluten
Puliyodarai,378.0,8.64,59.4,15.12,7.56,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Kadambam,358.0000001,7.955555557,49.72222223,13.92222222,5.966666668,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Green Gram Curry,348.0,10.875,54.375,13.05,6.525,0.0,55.0,100.0,serving,lunch,South India,Legumes,True,False,False,False
Sundal with Tamarind,240.0,7.304347826,36.52173913,8.347826087,6.260869565,0.0,55.0,100.0,serving,lunch,South India,Legumes,True,False,False,False
Cholam Pongal,288.0000001,8.937931038,44.68965519,7.94482759,4.965517244,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Vegetable Moong Dal,326.0,9.464516129,52.58064516,10.51612903,6.309677419,0.0,55.0,100.0,serving,lunch,South India,Legumes,True,False,False,False
Mutton Sukka,400.0,25.0,30.0,20.0,7.0,0.0,55.0,100.0,serving,dinner,South India,Meat,False,False,False,False
Palakkad Iyer Sambar,322.0000002,7.80606061,48.78787881,9.757575762,5.854545457,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Chettinad Pepper Chicken,382.0,25.13157895,30.15789474,18.09473684,6.031578947,0.0,55.0,100.0,serving,lunch,South India,Meat,False,False,False,False
Vegetable Korma,371.0,9.54,53.0,15.9,6.36,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Ragi Dosa with Coconut Chutney,266.0,7.6,42.75,5.7,4.75,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Beetroot Poriyal,264.0,8.448,42.24,8.448,7.392,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Moong Dal Kachori,292.0,6.488888889,43.25925926,12.97777778,5.407407408,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Kozhi Rasam,348.0,23.2,46.4,13.92,5.8,0.0,55.0,100.0,serving,dinner,South India,Meat,True,False,False,False
Curry Leaf Rice,340.0,8.774193548,54.83870968,13.16129032,6.580645161,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Potato Masala,190.0,4.222222222,31.66666667,6.333333333,4.222222222,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Vegetable Sambar,340.0,8.242424242,51.51515151,12.36363636,6.181818182,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Onion Pakora with Chutney,272.0,6.528,38.08,13.056,5.44,0.0,55.0,100.0,serving,snacks,South India,Gluten,True,False,False,True
Peanut Sundal,220.0,7.0,30.0,8.0,6.0,0.0,55.0,100.0,serving,lunch,South India,Legumes,True,False,False,False
Palak Rice,340.0,8.5,53.125,12.75,6.375,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Masala Pongal,325.9999999,8.890909088,49.39393938,9.878787875,5.927272725,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Chettinad Egg Fry,382.0,25.13157895,30.15789474,18.09473684,6.031578947,0.0,55.0,100.0,serving,dinner,South India,Meat,False,False,False,False
Cabbage Kofta Curry,362.0,9.582352942,53.23529412,14.90588235,6.388235294,0.0,55.0,100.0,serving,lunch,South India,Legumes,True,False,False,False
Rice with Rasam,280.0,7.0,45.0,8.0,5.0,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Spinach Rice,340.0,8.242424242,51.51515151,12.36363636,6.181818182,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Vegetable Masala Dosa,378.0,8.64,59.4,15.12,6.48,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Tomato Kootu,297.0,9.21724138,46.0862069,9.21724138,7.168965517,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Chili Methi Paratha,340.0,8.774193548,54.83870968,13.16129032,5.483870968,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Kootu with Rice,364.0,9.36,57.2,12.48,7.28,0.0,55.0,100.0,serving,lunch,South India,Legumes,True,False,False,False
Curd Bhature,400.0,9.72972973,59.45945946,17.2972973,6.486486486,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,True,True
Masala Kadamba,344.0,8.599999999,47.77777777,11.46666667,5.733333333,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Vegetable Bonda,254.0,6.35,37.04166667,10.58333333,5.291666666,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Rice with Tamarind Paste,280.0,7.0,45.0,8.0,6.0,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Avial with Rice,339.9999999,7.771428569,48.57142856,11.65714285,5.828571427,0.0,55.0,100.0,serving,lunch,South India,Legumes,True,False,False,False
Chettinad Mutton Biryani,468.0,12.48,62.4,20.8,7.28,0.0,55.0,100.0,serving,lunch,South India,Meat,False,False,False,False
Rasam Vada,282.0,8.355555556,41.77777778,10.44444444,5.222222222,0.0,55.0,100.0,serving,snacks,South India,Gluten,True,False,False,True
Vegetable Stew,326.0,9.464516129,52.58064516,10.51612903,7.361290323,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Palak Kootu,268.0000001,8.614285718,38.2857143,7.65714286,5.742857145,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Chettinad Chicken Biryani,490.0,23.43478261,63.91304348,19.17391304,8.52173913,0.0,55.0,100.0,serving,lunch,South India,Meat,False,False,False,False
Sambar Sadam,360.0,8.228571429,56.57142857,12.34285714,7.2,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Masala Dosa with Sambar,378.0,8.172972973,56.18918919,14.3027027,7.151351352,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Onion Sambar,340.0,8.774193548,54.83870968,13.16129032,6.580645161,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Appam with Sweetened Coconut Milk,360.0,8.228571429,56.57142857,12.34285714,7.2,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,True,True
Kootu Curry with Rice,325.9999999,8.890909088,49.39393938,9.878787875,6.915151513,0.0,55.0,100.0,serving,lunch,South India,Legumes,True,False,False,False
Avial Rice,344.0000002,8.84571429,49.14285717,11.79428572,5.89714286,0.0,55.0,100.0,serving,lunch,South India,Legumes,True,False,False,False
Pulao with Cucumber Raita,378.0,8.172972973,56.18918919,14.3027027,6.12972973,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
South Indian Lemon Rice,322.0000002,7.80606061,48.78787881,9.757575762,5.854545457,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Spicy Fish Fry,400.0,28.5,25.0,20.0,6.0,0.0,55.0,100.0,serving,dinner,South India,Fish,False,False,False,False
Poha with Coconut,247.0,5.928,39.52,6.916,4.94,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Palakkad Sambar,344.0,9.987096774,55.48387097,13.31612903,6.658064516,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Chettinad Prawn Curry,374.0000001,24.93333334,22.26190477,16.02857143,6.233333336,0.0,55.0,100.0,serving,lunch,South India,Shellfish,False,False,False,False
Curd Rice with Pickles,289.0,6.525806451,41.9516129,8.39032258,5.593548386,0.0,55.0,100.0,serving,lunch,South India,Dairy,True,False,True,False
Vegetable Pulao with Raita,391.0,9.260526316,56.59210526,15.43421053,7.202631579,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Tomato Thokku,155.0,3.1,20.66666667,7.233333333,3.1,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Idli with Tomato Chutney,256.0,6.4,42.66666667,8.533333333,5.333333333,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Chettinad Egg Biryani,441.9999998,9.822222218,58.93333331,17.67999999,6.875555552,0.0,55.0,100.0,serving,lunch,South India,Meat,False,False,False,False
Rice and Kadala Curry,348.0000002,9.942857147,49.71428574,11.93142858,6.960000003,0.0,55.0,100.0,serving,lunch,South India,Legumes,True,False,False,False
Thoran,326.0,9.16875,50.9375,10.1875,7.13125,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Vegetable Dosa with Sambar,360.0,8.228571429,56.57142857,12.34285714,6.171428572,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Chettinad Mutton Sukka,411.9999999,27.46666666,29.42857142,19.61904761,5.885714284,0.0,55.0,100.0,serving,dinner,South India,Meat,False,False,False,False
Paratha with Green Chutney,353.0,9.077142857,50.42857143,13.11142857,7.06,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Puliyodarai Rice,360.0,8.727272727,60.0,13.09090909,7.636363636,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Onion Rice,318.0,7.180645161,51.29032258,10.25806452,7.180645161,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Vegetable Pesarattu,340.0,8.5,53.125,12.75,7.4375,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Tomato Upma,302.0,8.053333334,45.3,10.06666667,6.04,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Beetroot Rice,322.0,8.05,50.3125,10.0625,7.04375,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Chili Methi Rice,342.0,8.290909091,57.0,10.36363636,6.218181818,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Sambar with Rice,344.0,9.381818182,52.12121212,12.50909091,6.254545454,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Vegetable Masala Biryani,442.0,10.52380952,63.14285715,18.94285714,7.366666667,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Palak Pakora,235.9999999,5.899999997,34.41666665,7.866666663,5.899999997,0.0,55.0,100.0,serving,snacks,South India,Gluten,True,False,False,True
Mangalore Buns,269.0,7.532,43.04,9.684,5.38,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Chettinad Fish Fry,335.0000001,17.63157895,26.44736843,13.22368421,4.407894738,0.0,55.0,100.0,serving,dinner,South India,Fish,False,False,False,False
Appam with Curry,360.0,8.228571429,56.57142857,12.34285714,7.2,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Thayir Sadam,280.0,7.0,45.0,8.0,6.0,0.0,55.0,100.0,serving,dinner,South India,Dairy,True,False,True,False
Vegetable Sambar Rice,344.0,9.381818182,52.12121212,12.50909091,6.254545454,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Peanut Rice,322.0000002,7.80606061,48.78787881,9.757575762,5.854545457,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Cucumber Pachadi,113.0,1.738461538,13.03846154,4.346153846,3.476923077,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Chili Dosa,336.0,7.84,56.0,13.44,6.72,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Curd Paratha,336.0,7.35,52.5,12.6,6.3,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,True,True
Chettinad Chicken Masala,381.9999999,22.73809523,27.28571428,16.37142857,5.457142856,0.0,55.0,100.0,serving,lunch,South India,Meat,False,False,False,False
Tomato Rasam Rice,344.0,9.381818182,52.12121212,12.50909091,6.254545454,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Chili Gobi Rice,378.0,8.64,59.4,15.12,6.48,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Rice with Raita,280.0,7.0,45.0,8.0,6.0,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Chettinad Prawn Biryani,490.0,22.93617021,62.55319149,18.76595745,7.29787234,0.0,55.0,100.0,serving,lunch,South India,Shellfish,False,False,False,False
Palak Chapati,344.0,9.675,53.75,12.9,6.45,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Vegetable Kootu Curry,287.9999999,8.639999997,43.19999999,7.679999998,5.759999998,0.0,55.0,100.0,serving,lunch,South India,Legumes,True,False,False,False
Spicy Fish Curry,374.0000001,24.93333334,22.26190477,16.02857143,5.342857145,0.0,55.0,100.0,serving,lunch,South India,Fish,False,False,False,False
Kadhi Pakora,381.9999999,9.549999999,42.97499999,17.19,5.729999999,0.0,55.0,100.0,serving,snacks,North India,Dairy,True,False,True,False
Rajma,368.0,15.77142857,52.57142857,12.61714286,6.308571429,0.0,55.0,100.0,serving,dinner,North India,Legumes,True,False,False,False
Gulab Jamun,270.0,5.4,43.2,10.8,3.24,402.0,55.0,100.0,serving,dinner,North India,Dairy,True,False,True,False
Biriyani,450.0,12.0,60.0,18.0,6.0,0.0,55.0,100.0,serving,dinner,North India,Meat,True,False,False,False
Pakoras,275.9999999,6.899999997,34.49999999,11.82857142,4.928571427,0.0,55.0,100.0,serving,snacks,North India,Gluten,True,False,False,True
Dum Aloo,382.0,10.05263158,45.23684211,18.09473684,5.02631579,0.0,55.0,100.0,serving,dinner,North India,Legumes,True,False,False,False
Tandoori Roti,191.0,6.366666666,37.13888889,3.183333333,2.122222222,0.0,55.0,100.0,serving,lunch,North India,Gluten,True,False,False,True
Chole,339.9999999,11.65714285,53.42857141,7.771428569,6.799999998,0.0,55.0,100.0,serving,dinner,North India,Legumes,True,False,False,False
Chapati,158.0,5.266666667,31.6,2.106666667,3.16,0.0,55.0,100.0,serving,dinner,North India,Gluten,True,False,False,True
Achari Paneer,380.0,20.0,30.0,20.0,5.0,0.0,55.0,100.0,serving,lunch,North India,Dairy,True,False,True,False
Paratha,294.0,7.056,52.92,11.76,5.88,0.0,55.0,100.0,serving,breakfast,North India,Gluten,True,False,True,True
Poori,230.0,5.227272727,31.36363636,10.45454545,3.136363636,0.0,55.0,100.0,serving,dinner,North India,Gluten,True,False,False,True
Keema Naan,302.0,8.053333334,45.3,10.06666667,4.026666667,0.0,55.0,100.0,serving,dinner,North India,Gluten,True,False,False,True
Lassi with Mint,185.0,6.9375,23.125,10.40625,4.625,0.0,55.0,100.0,serving,dinner,North India,Dairy,True,False,True,False
Alu Gobi,319.0000001,5.981250001,39.87500001,14.953125,4.984375001,0.0,55.0,100.0,serving,dinner,North India,Legumes,True,False,False,False
Biryani with Raita,468.0,12.48,62.4,20.8,7.28,0.0,55.0,100.0,serving,lunch,North India,Meat,True,False,False,False
Lahori Chicken,373.9999999,26.17999999,23.37499999,16.82999999,5.609999998,0.0,55.0,100.0,serving,lunch,North India,Meat,False,False,False,False
Jeera Rice,318.0,6.547058823,46.76470588,9.352941176,4.676470588,0.0,55.0,100.0,serving,lunch,North India,Gluten,True,False,False,True
Pakistani Biryani,482.0,15.7173913,68.10869565,18.86086956,8.382608695,0.0,55.0,100.0,serving,lunch,North India,Meat,True,False,False,False
Paneer Do Pyaza,372.0000001,16.74,27.90000001,18.6,5.580000001,0.0,55.0,100.0,serving,lunch,North India,Dairy,True,False,True,False
Matar Pulao,320.0,6.588235294,51.76470588,7.529411765,3.764705882,0.0,55.0,100.0,serving,dinner,North India,Gluten,True,False,False,True
Chana Daal,311.9999999,14.62499999,43.87499998,7.799999997,5.849999998,0.0,55.0,100.0,serving,dinner,North India,Legumes,True,False,False,False
Kadhi,355.0,10.14285714,45.64285714,15.21428571,6.085714285,7.0,55.0,100.0,serving,dinner,North India,Dairy,True,False,True,False
Lassi with Fruit,185.0,6.9375,23.125,10.40625,3.46875,0.0,55.0,100.0,serving,dinner,North India,Dairy,True,False,True,False
Shami Kebab,275.0,24.55357143,9.821428573,14.73214286,3.928571429,0.0,55.0,100.0,serving,dinner,North India,Meat,True,False,False,False
Khasta Kachori,282.0,9.024,45.12,11.28,4.512,0.0,55.0,100.0,serving,dinner,North India,Gluten,True,False,False,True
Rajma Chawal,388.0,15.72972973,57.67567568,12.58378378,7.340540541,0.0,55.0,100.0,serving,dinner,North India,Legumes,True,False,False,False
Puri with Aloo,367.0,8.388571429,52.42857143,15.72857143,6.291428572,0.0,55.0,100.0,serving,dinner,North India,Gluten,True,False,False,True
Moong Dal,270.0,12.6,36.0,5.400000001,6.300000001,0.0,55.0,100.0,serving,lunch,North India,Legumes,True,False,False,False
Chicken Seekh Kebab,322.0,31.64482759,11.10344828,19.9862069,4.44137931,0.0,55.0,100.0,serving,lunch,North India,Meat,False,False,False,False
Kachori with Sabzi,302.0,8.628571428,48.53571428,10.78571429,5.392857143,0.0,55.0,100.0,serving,lunch,North India,Gluten,True,False,False,True
Navratan Dal,329.0000001,11.28,47.00000001,8.460000002,5.640000001,0.0,55.0,100.0,serving,lunch,North India,Legumes,True,False,False,False
Sarson Da Saag,375.0,10.71428571,53.57142857,16.07142857,5.357142857,0.0,55.0,100.0,serving,dinner,North India,Legumes,True,False,False,False
Matar Paneer,398.0,14.21428571,33.16666666,20.84761905,5.685714285,0.0,55.0,100.0,serving,lunch,North India,Dairy,True,False,True,False
Gobhi Paratha,289.0,7.225,46.44642857,9.289285714,5.160714286,0.0,55.0,100.0,serving,breakfast,North India,Gluten,True,False,False,True
Paneer Ke Kebab,274.9999999,23.70689654,9.482758617,14.22413792,3.793103447,0.0,55.0,100.0,serving,lunch,North India,Dairy,True,False,True,False
Vegetable Paratha,309.0,7.458620689,53.27586207,9.589655172,5.327586207,0.0,55.0,100.0,serving,breakfast,North India,Gluten,True,False,False,True
Shahi Pulao,395.0000001,9.404761907,51.72619049,14.10714286,6.583333335,0.0,55.0,100.0,serving,dinner,North India,Gluten,True,False,False,True
Gobhi Masala,318.0,8.48,42.4,14.84,6.36,0.0,55.0,100.0,serving,dinner,North India,Legumes,True,False,False,False
Paneer Pakora,287.9999999,9.599999997,33.59999999,11.52,3.839999999,0.0,55.0,100.0,serving,lunch,North India,Dairy,True,False,True,False
Bajra Khichdi,322.0,8.05,50.3125,10.0625,5.03125,0.0,55.0,100.0,serving,dinner,North India,Gluten,True,False,False,True
Chicken Malai Kebab,302.0,31.87777778,5.592592593,20.13333333,4.474074074,0.0,55.0,100.0,serving,lunch,North India,Meat,False,False,False,False
Chicken Tikka Masala,440.0000002,23.91304349,38.26086958,19.13043479,6.695652177,0.0,55.0,100.0,serving,lunch,North India,Meat,False,False,True,True
Roti,158.0,5.266666667,31.6,2.106666667,3.16,0.0,55.0,100.0,serving,lunch,North India,Gluten,True,False,False,True
Poori with Sabzi,363.0,7.26,51.85714286,15.55714286,6.222857143,0.0,55.0,100.0,serving,lunch,North India,Gluten,True,False,False,True
Paneer Pasanda,463.9999998,17.39999999,33.83333332,24.64999999,5.799999998,0.0,55.0,100.0,serving,lunch,North India,Dairy,True,False,True,False
Vegetable Tikka,330.0,14.14285714,35.35714286,21.21428571,5.892857143,0.0,55.0,100.0,serving,dinner,North India,Dairy,True,False,True,False
Murgh Malai Tikka,322.0,26.83333333,16.1,19.32,5.366666667,0.0,55.0,100.0,serving,dinner,North India,Meat,True,False,False,False
Lassi with Mango,216.0,7.623529412,38.11764706,10.16470588,3.811764706,0.0,55.0,100.0,serving,dinner,North India,Dairy,True,False,True,False
Dal Bati Churma,498.0000001,14.94,59.76000002,21.91200001,6.972000002,0.0,55.0,100.0,serving,lunch,North India,Gluten,True,False,False,True
Paneer Tikka Masala,409.9999998,16.04347825,31.19565216,19.60869564,5.347826085,0.0,55.0,100.0,serving,lunch,North India,Dairy,True,False,True,False
Keema Paratha,402.0,10.86486486,54.32432432,19.55675676,5.432432432,0.0,55.0,100.0,serving,breakfast,North India,Gluten,True,False,False,True
Chana Daals,328.0,14.35,51.25,8.2,6.15,0.0,55.0,100.0,serving,dinner,North India,Legumes,True,False,False,False
Jeera Aloo,266.0,5.7,36.1,9.5,4.75,0.0,55.0,100.0,serving,dinner,North India,Legumes,True,False,False,False
Kaladi Kebab,320.0,27.5862069,11.03448276,22.06896552,5.517241379,0.0,55.0,100.0,serving,dinner,North India,Meat,True,False,False,False
Sabzi Pulao,340.0000001,7.555555558,47.22222224,11.33333334,4.722222224,0.0,55.0,100.0,serving,lunch,North India,Gluten,True,False,False,True
Amritsari Kulcha,331.0,9.131034483,57.06896552,12.55517241,5.706896552,0.0,55.0,100.0,serving,dinner,North India,Gluten,True,False,False,True
Keema Methi,381.9999999,22.73809523,27.28571428,16.37142857,5.457142856,0.0,55.0,100.0,serving,dinner,North India,Meat,True,False,False,False
Rajma with Rice,384.0,14.52972973,57.08108108,12.45405405,7.264864865,0.0,55.0,100.0,serving,lunch,North India,Legumes,True,False,False,False
Murg Pulao,502.0,27.28260869,65.47826087,19.64347826,7.639130434,0.0,55.0,100.0,serving,dinner,North India,Meat,True,False,False,False
Aloo Baingan,320.0,8.0,45.0,12.0,5.0,0.0,55.0,100.0,serving,dinner,North India,Legumes,True,False,False,False
Balti Gosht,419.9999999,21.875,30.625,17.5,6.124999999,0.0,55.0,100.0,serving,dinner,North India,Meat,True,False,False,False
Paneer Makhanwala,436.9999999,17.48,33.98888888,24.27777777,5.826666665,0.0,55.0,100.0,serving,lunch,North India,Dairy,True,False,True,False
Pakodi,300.0,9.6,48.0,14.4,6.0,0.0,55.0,100.0,serving,dinner,North India,Gluten,True,False,False,True
Gajar Ka Halwa,256.0,5.485714286,36.57142857,7.314285714,2.742857143,0.0,55.0,100.0,serving,dinner,North India,Dairy,True,False,True,False
Lemon Rice,333.0,8.072727273,55.5,9.081818182,6.054545454,0.0,55.0,100.0,serving,lunch,North India,Gluten,True,False,False,True
Chana Aloo,311.9999999,14.62499999,43.87499998,7.799999997,6.824999998,0.0,55.0,100.0,serving,dinner,North India,Legumes,True,False,False,False
Malai Kebab,275.0,24.55357143,9.821428573,14.73214286,3.928571429,0.0,55.0,100.0,serving,dinner,North India,Meat,True,False,False,False
Vegetable Tikki,258.0,7.224,36.12,10.32,5.16,0.0,55.0,100.0,serving,dinner,North India,Gluten,True,False,False,True
Paneer Korma,418.0,13.93333333,37.15555555,20.43555555,5.573333333,0.0,55.0,100.0,serving,lunch,North India,Dairy,True,False,True,False
Tandoori Chicken,321.9999999,26.21999999,4.599999999,16.56,4.599999999,0.0,55.0,100.0,serving,lunch,North India,Meat,False,False,True,False
Chole Puri,366.0,12.81,50.32499999,9.149999999,6.404999999,0.0,55.0,100.0,serving,dinner,North India,Gluten,True,False,False,True
Vegetable Jalfrezi,353.9999999,7.452631577,37.26315788,16.76842105,4.657894735,0.0,55.0,100.0,serving,dinner,North India,Gluten,True,False,False,True
Dum Gosht,485.0000002,24.74489797,39.59183675,24.74489797,6.928571431,0.0,55.0,100.0,serving,dinner,North India,Meat,True,False,False,False
Chicken Curry,400.0,32.0,18.0,20.0,3.0,0.0,55.0,100.0,serving,dinner,North India,Meat,False,False,False,False
Prawn Masala,450.0,30.0,15.0,25.0,2.5,0.0,55.0,100.0,serving,dinner,South India,Seafood,False,False,False,False
Masala Bhindi,220.0,7.0,18.0,15.0,4.0,0.0,55.0,100.0,serving,lunch,Gujarat,Gluten,True,False,False,True
Grilled Fish,400.0,30.0,10.0,18.0,1.0,0.0,55.0,100.0,serving,dinner,Rajasthan,Fish,False,False,False,False
Besan Chilla,240.0,12.0,30.0,8.0,6.0,0.0,55.0,100.0,serving,breakfast,South India,Legumes,True,False,False,False
Masala Prawn,400.0,30.0,15.0,25.0,3.5,0.0,55.0,100.0,serving,dinner,South India,Seafood,False,False,False,False
Grilled Chicken Breast,250.0,50.0,0.0,6.0,1.0,0.0,55.0,100.0,serving,dinner,North India,Meat,False,False,False,False
Shakshuka,350.0,20.0,35.0,15.0,6.0,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Pulao with Paneer,370.0,15.0,50.0,12.0,4.5,0.0,55.0,100.0,serving,lunch,Gujarat,Gluten,True,False,True,True
Beef Steak,500.0,45.0,0.0,30.0,0.0,0.0,55.0,100.0,serving,dinner,North India,Meat,False,False,False,False
Vegetable Pulao with Tofu,350.0,12.0,60.0,12.0,5.0,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Grilled Fish with Lemon,300.0,25.0,10.0,15.0,1.5,0.0,55.0,100.0,serving,dinner,North India,Fish,False,False,False,False
Khichdi with Ghee,320.0,12.0,50.0,12.0,5.0,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,True,True
Fulwadi,350.0,10.0,55.0,12.0,6.0,0.0,55.0,100.0,serving,breakfast,Gujarat,Gluten,True,False,False,True
Mutton Keema,450.0,35.0,12.0,28.0,3.0,0.0,55.0,100.0,serving,dinner,North India,Meat,False,False,False,False
Tomato Chutney,150.0,5.0,35.0,2.0,3.5,0.0,55.0,100.0,serving,side dish,South India,Gluten,True,False,False,True
Shrimp Curry,420.0,30.0,15.0,20.0,3.0,0.0,55.0,100.0,serving,dinner,Gujarat,Seafood,False,False,False,False
Avocado Salad,300.0,6.0,15.0,20.0,7.0,0.0,55.0,100.0,serving,side dish,South India,Gluten,True,False,False,True
Spinach Dal,280.0,14.0,45.0,10.0,7.0,0.0,55.0,100.0,serving,lunch,South India,Legumes,True,False,False,False
Pineapple Chutney,120.0,2.0,30.0,1.0,3.5,0.0,55.0,100.0,serving,side dish,Gujarat,Gluten,True,False,False,True
Lauki Thepla,300.0,12.0,50.0,10.0,6.0,0.0,55.0,100.0,serving,lunch,Gujarat,Gluten,True,False,False,True
Chicken Masala,450.0,35.0,18.0,22.0,4.0,0.0,55.0,100.0,serving,dinner,North India,Meat,False,False,False,False
Moong Dal Khichdi,280.0,12.0,50.0,6.0,5.0,0.0,55.0,100.0,serving,dinner,Gujarat,Legumes,True,False,False,False
Grilled Salmon,400.0,40.0,0.0,25.0,1.5,0.0,55.0,100.0,serving,dinner,North India,Fish,False,False,False,False
Tandoori Fish,350.0,30.0,5.0,20.0,2.0,0.0,55.0,100.0,serving,dinner,North India,Meat,False,False,False,False
Vegetable Pulav with Tofu,380.0,15.0,55.0,15.0,4.0,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Grilled Chicken with Veggies,380.0,35.0,10.0,20.0,3.5,0.0,55.0,100.0,serving,dinner,North India,Meat,False,False,False,False
Vegetable Soup,180.0,8.0,30.0,4.0,3.5,0.0,55.0,100.0,serving,soup,South India,Gluten,True,False,False,True
Chicken Salad,350.0,35.0,5.0,18.0,2.0,0.0,55.0,100.0,serving,side dish,North India,Meat,False,False,False,False
Onion Raita,120.0,5.0,10.0,6.0,1.5,0.0,55.0,100.0,serving,side dish,South India,Dairy,True,False,True,False
Chicken Pulao,450.0,25.0,60.0,12.0,5.5,0.0,55.0,100.0,serving,lunch,North India,Meat,False,False,False,False
Vegetable Tofu Stir-Fry,280.0,12.0,40.0,10.0,5.0,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Grilled Tofu,150.0,18.0,8.0,8.0,2.0,0.0,55.0,100.0,serving,dinner,North India,Gluten,True,False,False,True
Spinach and Paneer,180.0,15.0,12.0,8.0,3.0,0.0,55.0,100.0,serving,lunch,Gujarat,Gluten,True,False,True,True
Boiled Egg Whites,100.0,20.0,2.0,0.5,0.0,0.0,55.0,100.0,serving,breakfast,North India,Meat,False,False,False,False
Cucumber Salad,50.0,2.0,10.0,0.5,1.5,0.0,55.0,100.0,serving,side dish,South India,Gluten,True,False,False,True
Zucchini Stir Fry,120.0,5.0,25.0,2.0,5.0,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Chicken Breast (Grilled),230.0,45.0,0.0,5.0,0.5,0.0,55.0,100.0,serving,dinner,North India,Meat,False,False,False,False
